FAA Site Number,Loc ID,Airport Name,Associated City,State,Region,ADO,Use,Latitude,Longitude,Airport Ownership,Part 139,NPIAS Service Level,NPIAS Hub Type,Airport Control Tower,Fuel,Other Services,Based Aircraft Total,Total Operations
07157.*A,4KY1,CREEK SIDE LANDING,GLASGOW,KY,ASO,MEM,PR,36-53-42.0000N,085-46-22.0000W,PR,,NON-NPIAS,,N,,,8,0 
24344.9*A,03XS,CREEKSIDE,MERTZON,TX,ASW,TEX,PR,31-19-05.0000N,100-45-15.0000W,PR,,NON-NPIAS,,N,,,1,0 
01266.1*A,5CL8,CREEKSIDE,ARVIN,CA,AWP,LAX,PR,35-10-34.1000N,118-55-23.3360W,PR,,NON-NPIAS,,N,,,5,0 
15423.*A,NY95,CREEKSIDE,HOLCOMB,NY,AEA,NYC,PR,42-54-58.2300N,077-22-56.9570W,PR,,NON-NPIAS,,N,,,0,110 
24359.02*A,XA46,CREEKSIDE AIR PARK,MINEOLA,TX,ASW,TEX,PR,32-41-37.0900N,095-27-15.7000W,PR,,NON-NPIAS,,N,,,0,0 
05536.14*A,II42,CREEKSIDE FARM,NOBLESVILLE,IN,AGL,CHI,PR,40-04-07.1300N,085-55-19.9300W,PR,,NON-NPIAS,,N,,,1,0 
17813.13*H,OA18,CREEKSIDE RIDGE,CUYAHOGA FALLS,OH,AGL,DET,PR,41-10-41.8800N,081-31-36.5000W,PR,,NON-NPIAS,,N,,,0,0 
05140.42*A,0II2,CREIGHTON,BREMEN,IN,AGL,CHI,PR,41-27-26.1700N,086-07-28.0060W,PR,,NON-NPIAS,,N,,,0,0 
12693.*A,6K3,CREIGHTON MUNI,CREIGHTON,NE,ACE,NONE,PU,42-28-16.6000N,097-53-05.1000W,PU,,General Aviation,,N,100LL,,10,2320 
23667.09*A,TX79,CRESCENT C RANCH,COTULLA,TX,ASW,TEX,PR,28-05-20.0000N,099-02-56.0000W,PR,,NON-NPIAS,,N,,,0,0 
07964.*C,ME01,CRESCENT LAKE,EAST RAYMOND,ME,ANE,NONE,PR,43-57-25.2640N,070-27-45.2020W,PR,,NON-NPIAS,,N,,,1,0 
19413.*A,5S2,CRESCENT LAKE STATE,CRESCENT LAKE,OR,ANM,SEA,PU,43-31-57.4470N,121-57-00.1060W,PU,,NON-NPIAS,,N,,,0,300 
13044.2*A,U74,CRESCENT VALLEY,CRESCENT VALLEY,NV,AWP,PHX,PU,40-24-57.4000N,116-33-48.6000W,PU,,NON-NPIAS,,N,,,0,50 
26252.1*A,S36,CREST AIRPARK,KENT,WA,ANM,SEA,PU,47-20-13.5480N,122-06-12.7310W,PR,,NON-NPIAS,,N,100LL,INSTR  RNTL,332,113850 
17809.01*H,70OI,CRESTLINE HOSPITAL,CRESTLINE,OH,AGL,DET,PR,40-47-32.2050N,082-44-22.6430W,PR,,NON-NPIAS,,N,,,0,0 
05937.*A,CSQ,CRESTON MUNI,CRESTON,IA,ACE,NONE,PU,41-01-17.2000N,094-21-47.9000W,PU,,General Aviation,,N,100LLA,,19,4500 
12694.*A,CEK,CRETE MUNI,CRETE,NE,ACE,NONE,PU,40-37-06.1562N,096-55-32.5513W,PU,,General Aviation,,N,100LLA    MOGAS,INSTR  RNTL  SALES,40,23420 
12082.21*A,1H0,CREVE COEUR,ST LOUIS,MO,ACE,NONE,PU,38-43-36.3742N,090-30-29.8525W,PR,,Reliever,,N,100LLA,INSTR  RNTL  SALES,122,35540 
50130.4*A,1AK1,CREVICE CREEK,CREVICE CREEK,AK,AAL,NONE,PR,67-22-22.3400N,152-00-57.8800W,PR,,NON-NPIAS,,N,,,2,110 
25710.1*A,W81,CREWE MUNI,CREWE,VA,AEA,DCA,PU,37-10-51.6440N,078-05-54.5089W,PU,,NON-NPIAS,,N,100LL,,13,4472 
03042.1*A,FL01,CREWS HOMESTEAD RANCH,AVON PARK,FL,ASO,ORL,PR,27-37-16.1200N,081-36-38.2800W,PR,,NON-NPIAS,,N,,,0,0 
04434.2*A,1IS3,CRIBBET,BLUE MOUND,IL,AGL,CHI,PR,39-43-40.1390N,089-03-34.2810W,PR,,NON-NPIAS,,N,100LL,,1,0 
26273.61*A,4WA2,CRICKET FIELD,LITTLE ROCK,WA,ANM,SEA,PR,46-55-37.8520N,122-58-06.5000W,PR,,NON-NPIAS,,N,,,4,0 
02639.613*A,3CO1,CRIDLER FIELD,HOTCHKISS,CO,ANM,DEN,PR,38-50-53.9390N,107-50-00.2220W,PR,,NON-NPIAS,,N,,,1,0 
25927.*A,9VA3,CRIPPEN CREEK FARM,PARKSLEY,VA,AEA,DCA,PR,37-45-46.4600N,075-34-18.7400W,PR,,NON-NPIAS,,N,,,0,0 
09657.01*A,MI11,CRIPPEN FIELD,CHARLOTTE,MI,AGL,DET,PR,42-32-03.1330N,084-48-04.9500W,PR,,NON-NPIAS,,N,,,5,0 
25965.12*H,VA54,CRIPPEN'S,RESTON,VA,AEA,DCA,PR,39-00-44.4000N,077-19-55.2000W,PR,,NON-NPIAS,,N,,,0,0 
08506.*A,W41,CRISFIELD-SOMERSET COUNTY,CRISFIELD,MD,AEA,DCA,PU,38-01-05.4000N,075-49-36.7000W,PU,,General Aviation,,N,100LL,,4,1961 
03737.*A,CKF,CRISP COUNTY-CORDELE,CORDELE,GA,ASO,ATL,PU,31-59-19.8000N,083-46-26.1000W,PU,,General Aviation,,N,100LLA,AGRI  GLD,16,22000 
27073.*A,7WI8,CRISPY CEDARS,BRUSSELS,WI,AGL,CHI,PR,44-46-50.2830N,087-36-08.6510W,PR,,NON-NPIAS,,N,,,1,0 
07264.02*H,7KY9,CRITTENDEN COUNTY HOSPITAL,MARION,KY,ASO,MEM,PR,37-19-42.5000N,088-05-33.9000W,PR,,NON-NPIAS,,N,,,0,0 
01206.21*H,08AR,CRITTENDEN RGNL HOSPITAL,WEST MEMPHIS,AR,ASW,AOK,PR,35-08-31.0000N,090-11-24.0000W,PR,,NON-NPIAS,,N,,,0,0 
27132.2*A,3D1,CRIVITZ MUNI,CRIVITZ,WI,AGL,CHI,PU,45-12-51.8000N,088-04-25.6000W,PU,,General Aviation,,N,,,0,1200 
17772.*A,9OA8,CROCKER,COLUMBIA STATION,OH,AGL,DET,PR,41-16-56.1880N,081-56-56.4990W,PR,,NON-NPIAS,,N,,,0,0 
23053.31*H,31TN,CROCKETT HOSPITAL,LAWRENCEBURG,TN,ASO,MEM,PR,35-13-22.5300N,087-20-13.0500W,PR,,NON-NPIAS,,N,,,0,0 
06681.*A,7KS5,CROISANT,HUMBOLDT,KS,ACE,NONE,PR,37-47-46.1470N,095-20-30.9320W,PR,,NON-NPIAS,,N,,,0,0 
19636.71*H,39OR,CROMAN,WHITE CITY,OR,ANM,SEA,PR,42-25-45.0000N,122-52-32.0000W,PR,,NON-NPIAS,,N,,,0,0 
09683.01*A,MI05,CROMPTON'S PVT STRIP,CLIO,MI,AGL,DET,PR,43-10-00.0940N,083-47-14.8640W,PR,,NON-NPIAS,,N,,,1,0 
05938.*H,0IA7,CROMWELL,CROMWELL,IA,ACE,NONE,PR,41-02-19.9580N,094-28-00.8640W,PR,,NON-NPIAS,,N,,,0,0 
08489.91*A,MD63,CROMWELL FARM,CHESTERTOWN,MD,AEA,DCA,PR,39-16-29.3950N,076-00-35.7990W,PR,,NON-NPIAS,,N,,,0,0 
16575.*A,7NC5,CROOKED CREEK,BUNN,NC,ASO,MEM,PR,35-56-01.5510N,078-14-47.9800W,PR,,NON-NPIAS,,N,,,5,0 
50132.1*A,CJX,CROOKED CREEK,CROOKED CREEK,AK,AAL,NONE,PU,61-52-04.4000N,158-08-05.8000W,PU,,General Aviation,,N,MOGAS,,0,0 
22580.01*A,3SC4,CROOKED FENCE FARM,WOODRUFF,SC,ASO,ATL,PR,34-46-25.0000N,081-59-11.0000W,PR,,NON-NPIAS,,N,,,6,0 
05092.02*C,Q58,CROOKED LAKE,ANGOLA,IN,AGL,CHI,PU,41-40-20.7000N,085-02-29.0000W,PR,,NON-NPIAS,,N,,,0,0 
10642.*A,CKN,CROOKSTON MUNI KIRKWOOD FLD,CROOKSTON,MN,AGL,DMA,PU,47-50-29.9650N,096-37-17.2330W,PU,,General Aviation,,N,100LLA,AGRI  INSTR  RNTL  SALES,33,20150 
02591.*A,CO48,CROP AIR INC,EATON,CO,ANM,DEN,PR,40-30-44.9290N,104-39-06.8650W,PR,,NON-NPIAS,,N,,,10,0 
11949.*A,4MO7,CROP CARE,MOUND CITY,MO,ACE,NONE,PR,40-08-29.0000N,095-14-27.0000W,PR,,NON-NPIAS,,N,,,0,0 
11199.5*A,C71,CROSBY MUNI,CROSBY,MS,ASO,JAN,PU,31-17-47.0450N,091-03-09.1350W,PU,,General Aviation,,N,,AGRI,0,730 
17292.*A,D50,CROSBY MUNI,CROSBY,ND,AGL,DMA,PU,48-55-41.8774N,103-17-51.2913W,PU,,General Aviation,,N,100LL,AGRI,14,2950 
23675.1*A,8F3,CROSBYTON MUNI,CROSBYTON,TX,ASW,TEX,PU,33-37-25.8000N,101-14-27.1000W,PU,,NON-NPIAS,,N,,AGRI,5,2000 
17678.*A,91OI,CROSS,CANTON,OH,AGL,DET,PR,40-46-38.2090N,081-27-31.4240W,PR,,NON-NPIAS,,N,,,0,0 
03132.*A,CTY,CROSS CITY,CROSS CITY,FL,ASO,ORL,PU,29-38-07.9000N,083-06-17.1000W,PU,,General Aviation,,N,100LLA,,9,18000 
23933.03*A,07TS,CROSS COUNTRY ESTATES MARSHALL FIELD,GEORGETOWN,TX,ASW,TEX,PR,30-37-30.0000N,097-34-22.0000W,PR,,NON-NPIAS,,N,,,18,0 
03411.2*A,04FL,CROSS CREEK FARMS,ORMOND,FL,ASO,ORL,PR,29-14-21.9290N,081-13-19.2180W,PR,,NON-NPIAS,,N,,,2,0 
00806.113*H,AZ59,CROSS CUT,TEMPE,AZ,AWP,PHX,PR,33-26-30.1610N,111-57-00.5180W,PR,,NON-NPIAS,,N,,,0,0 
13640.1*A,17N,CROSS KEYS,CROSS KEYS,NJ,AEA,HAR,PU,39-42-19.7130N,075-01-58.8110W,PR,,NON-NPIAS,,N,100LLA,AVNCS  INSTR  PAJA  RNTL,42,22825 
01211.01*H,AR74,CROSS RIDGE COMMUNITY HOSPITAL,WYNNE,AR,ASW,AOK,PR,35-13-12.3190N,090-47-11.4070W,PU,,NON-NPIAS,,N,,,0,0 
24945.*A,2XS5,CROSS TRIANGLE RANCH,TWIN SISTERS,TX,ASW,TEX,PR,30-00-37.7630N,098-25-31.0690W,PR,,NON-NPIAS,,N,,,0,0 
24988.18*A,08TX,CROSS WIND,WEATHERFORD,TX,ASW,TEX,PR,32-51-29.4520N,097-44-51.1060W,PR,,NON-NPIAS,,N,,,3,0 
24616.73*A,TE47,CROSS WIND ACRES,RIO VISTA,TX,ASW,TEX,PR,32-12-32.5340N,097-19-04.0500W,PR,,NON-NPIAS,,N,,,1,0 
26157.*A,C72,CROSS WINDS,CLAYTON,WA,ANM,SEA,PU,47-58-59.6130N,117-32-33.8200W,PR,,NON-NPIAS,,N,,,2,600 
15132.2*A,4NY4,CROSS' FARM,DELMAR,NY,AEA,NYC,PR,42-33-34.2890N,073-46-19.4380W,PR,,NON-NPIAS,,N,,,2,0 
24696.5*A,24XA,CROSS-B,SAN ANTONIO,TX,ASW,TEX,PR,29-19-15.4900N,098-22-13.0600W,PR,,NON-NPIAS,,N,,,0,0 
23437.01*A,91XA,CROSSCUT FIELD,BIG SANDY,TX,ASW,NONE,PR,32-37-25.1500N,095-06-50.1800W,PR,,NON-NPIAS,,N,,,3,0 
26431.3*H,29WA,CROSSINGS,TACOMA,WA,ANM,SEA,PR,47-15-42.0000N,122-26-11.0000W,PR,,NON-NPIAS,,N,,,0,0 
04891.01*H,75IL,CROSSROADS COMMUNITY HOSPITAL,MOUNT VERNON,IL,AGL,CHI,PR,38-18-44.0000N,088-56-10.0000W,PR,,NON-NPIAS,,N,,,0,0 
22935.*A,CSV,CROSSVILLE MEMORIAL-WHITSON FIELD,CROSSVILLE,TN,ASO,MEM,PU,35-57-04.6505N,085-05-05.9214W,PU,,General Aviation,,N,100LLA+,INSTR  RNTL  SALES,32,28490 
06736.*A,SN88,CROSSWIND AIRFIELD,LOUISBURG,KS,ACE,NONE,PR,38-34-17.0470N,094-42-45.8470W,PR,,NON-NPIAS,,N,,,2,0 
03394.05*A,FL19,CROSSWIND FARM,OCALA,FL,ASO,ORL,PR,29-14-42.9020N,082-21-13.3590W,PR,,NON-NPIAS,,N,100LL,,15,0 
50132.4*A,1AK2,CROSSWIND LAKE,CROSSWIND LAKE,AK,AAL,NONE,PR,62-24-03.3910N,146-00-47.8970W,PR,,NON-NPIAS,,N,,,0,180 
18212.02*A,39OH,CROSSWIND MEADOWS,MINERVA,OH,AGL,DET,PR,40-48-44.2110N,081-03-18.3410W,PR,,NON-NPIAS,,N,,,2,0 
02379.1*A,2CA3,CROSSWINDS,TWENTYNINE PALMS,CA,AWP,LAX,PR,34-09-36.0040N,115-59-51.0020W,PR,,NON-NPIAS,,N,,,3,0 
21408.51*A,PN00,CROSSWINDS AIRFIELD,SASSAMANSVILLE,PA,AEA,HAR,PR,40-20-35.3500N,075-34-21.6500W,PR,,NON-NPIAS,,N,,,13,0 
23667.13*A,TE96,CROSSWINDS AIRFIELD,COUPLAND,TX,ASW,TEX,PR,30-25-59.4000N,097-24-45.1200W,PR,,NON-NPIAS,,N,MOGAS,,1,0 
22226.8*A,SC37,CROSSWINDS-WILSON PVT,CROSS,SC,ASO,ATL,PR,33-16-18.5890N,080-15-15.3280W,PR,,NON-NPIAS,,N,,,3,0 
09316.02*A,8MA4,CROW ISLAND,STOW,MA,ANE,NONE,PR,42-25-02.0000N,071-29-40.0000W,PR,,NON-NPIAS,,N,,,3,0 
19429.8*A,33OR,CROW-MAG,ELMIRA,OR,ANM,SEA,PR,44-03-49.4410N,123-23-29.3510W,PR,,NON-NPIAS,,N,80,,14,0 
09051.2*H,34MA,CROWHURST,MANCHESTER-BY-THE SEA,MA,ANE,NONE,PR,42-34-34.8100N,070-44-19.8700W,PR,,NON-NPIAS,,N,,,0,0 
13320.1*H,NH74,CROWLEY,LOUDON,NH,ANE,NONE,PR,43-20-27.2860N,071-28-15.2570W,PR,,NON-NPIAS,,N,,,0,0 
19414.4*A,78OR,CROWLEY RANCH AIRSTRIP,CROWLEY,OR,ANM,SEA,PR,43-18-28.5690N,117-53-39.6440W,PR,,NON-NPIAS,,N,,,1,0 
26318.02*A,57WA,CROWN CREEK RANCH,NORTHPORT,WA,ANM,SEA,PR,48-51-30.1000N,117-56-56.5000W,PR,,NON-NPIAS,,N,,,1,0 
14585.01*A,0E8,CROWNPOINT,CROWNPOINT,NM,ASW,LNM,PU,35-43-03.5720N,108-12-05.7460W,PU,,General Aviation,,N,,,0,500 
01469.*A,CA93,CROWS LANDING,CROWS LANDING,CA,AWP,SFO,PR,37-24-28.7660N,121-06-33.7540W,PU,,NON-NPIAS,,N,,,0,0 
20046.*H,PS65,CROZER-CHESTER,CHESTER,PA,AEA,HAR,PR,39-51-22.4040N,075-22-01.6870W,PR,,NON-NPIAS,,N,,,0,0 
10160.2*A,MI22,CRUMP,NILES,MI,AGL,DET,PR,41-52-25.1680N,086-12-10.0370W,PR,,NON-NPIAS,,N,,,1,0 
14733.95*H,30NM,CRUSADER,SEDAN,NM,ASW,LNM,PR,36-06-59.0000N,103-05-48.0000W,PR,,NON-NPIAS,,N,,,0,0 
19581.01*H,79OR,CRUSE MEMORIAL,REEDSPORT,OR,ANM,SEA,PR,43-41-41.4190N,124-08-16.4080W,PU,,NON-NPIAS,,N,,,0,0 
13723.73*H,74NJ,CRUZ FARM,FARMINGDALE,NJ,AEA,HAR,PR,40-11-12.4070N,074-09-02.5090W,PR,,NON-NPIAS,,N,,,0,0 
05094.92*A,9II4,CRUZAN FIELD,ARCADIA,IN,AGL,CHI,PR,40-10-21.0000N,085-56-41.0000W,PR,,NON-NPIAS,,N,,,1,0 
19039.7*A,0OK9,CRYSTAL,JENNINGS,OK,ASW,AOK,PR,36-12-48.2320N,096-38-13.0980W,PR,,NON-NPIAS,,N,,,3,0 
01781.3*A,46CN,CRYSTAL,LLANO,CA,AWP,LAX,PR,34-29-04.9800N,117-49-35.2300W,PR,,NON-NPIAS,,N,,GLD  TOW,11,1500 
10305.1*A,MI41,CRYSTAL,ST. CLAIR,MI,AGL,DET,PR,42-49-54.1130N,082-32-04.6940W,PR,,NON-NPIAS,,N,100LL,,3,0 
10821.*A,MIC,CRYSTAL,MINNEAPOLIS,MN,AGL,DMA,PU,45-03-43.2000N,093-21-14.2000W,PU,,Reliever,,Y,100LLA,AMB  CHTR  INSTR  RNTL  SALES,174,42351 
23684.*A,20R,CRYSTAL CITY MUNI,CRYSTAL CITY,TX,ASW,TEX,PU,28-41-51.2000N,099-49-03.6000W,PU,,NON-NPIAS,,N,100LL,,1,300 
00939.*A,5M5,CRYSTAL LAKE,DECATUR,AR,ASW,AOK,PU,36-20-37.0000N,094-26-41.4000W,PR,,NON-NPIAS,,N,,,2,500 
10519.*C,MN09,CRYSTAL LAKE,APPLE VALLEY,MN,AGL,DMA,PR,44-43-19.8720N,093-16-00.7980W,PR,,NON-NPIAS,,N,,,2,0 
03842.5*A,0GE1,CRYSTAL LAKE AIRPARK,IRWINVILLE,GA,ASO,ATL,PR,31-39-55.6600N,083-26-49.5800W,PR,,NON-NPIAS,,N,,,0,100 
04555.11*H,IL18,CRYSTAL LAKE HOLIDAY INN,CRYSTAL LAKE,IL,AGL,CHI,PR,42-13-14.0850N,088-17-05.3020W,PR,,NON-NPIAS,,N,,,0,0 
02710.48*A,25CO,CRYSTAL LAKES,RED FEATHER LAKES,CO,ANM,DEN,PR,40-51-05.9300N,105-37-58.9800W,PR,,NON-NPIAS,,N,,,0,0 
12361.*A,01MT,CRYSTAL LAKES RESORT,FORTINE,MT,ANM,HLN,PR,48-47-20.8750N,114-52-49.5710W,PR,,NON-NPIAS,,N,,,4,1300 
01056.09*A,3AR6,CRYSTAL RIDGE,LITTLE ROCK,AR,ASW,AOK,PR,34-43-39.2800N,092-31-00.6200W,PR,,NON-NPIAS,,N,,,1,0 
03135.12*H,6FD1,CRYSTAL RIVER POWER PLANT,CRYSTAL RIVER,FL,ASO,ORL,PR,28-57-34.0000N,082-41-35.0000W,PR,,NON-NPIAS,,N,,,0,0 
03135.*A,CGC,CRYSTAL RIVER-CAPTAIN TOM DAVIS FLD,CRYSTAL RIVER,FL,ASO,ORL,PU,28-52-03.4000N,082-34-26.8000W,PU,,General Aviation,,N,100LLA,CHTR  INSTR  RNTL  SALES,41,28312 
25177.87*A,UT54,CRYSTAL SPRINGS RANCH,LEEDS,UT,ANM,DEN,PR,37-15-11.9350N,113-20-02.8170W,PR,,NON-NPIAS,,N,,,1,0 
03547.01*A,2FL0,CRYSTAL VILLAGE,WAUSAU,FL,ASO,ORL,PR,30-27-24.7000N,085-41-09.7400W,PR,,NON-NPIAS,,N,,,0,0 
02887.1*H,CT28,CT DEPT OF VETERANS AFFAIRS,ROCKY HILL,CT,ANE,NONE,PR,41-39-30.3570N,072-38-51.3320W,PU,,NON-NPIAS,,N,,,0,0 
25793.*A,25VG,CT FIELDS,GALAX,VA,AEA,NONE,PR,36-38-08.1600N,080-54-50.0400W,PR,,NON-NPIAS,,N,,,1,0 
21307.*A,PA25,CUATROS VIENTOS,QUAKER CITY,PA,AEA,HAR,PR,40-39-33.3340N,075-52-25.7200W,PR,,NON-NPIAS,,N,,,0,0 
27505.9*A,6WI0,CUB ACRES,PRAIRIE FARM,WI,AGL,CHI,PR,45-10-49.8630N,091-59-15.6440W,PR,,NON-NPIAS,,N,,,1,0 
27182.*A,85WI,CUB BEAR,EMERALD,WI,AGL,CHI,PR,45-02-39.9600N,092-17-33.9800W,PR,,NON-NPIAS,,N,,,0,0 
25398.11*C,48VT,CUB COVE,COLCHESTER,VT,ANE,NONE,PR,44-33-12.7700N,073-13-53.3900W,PR,,NON-NPIAS,,N,,,1,0 
25884.19*A,VA81,CUB FLD,MINERAL,VA,AEA,DCA,PR,37-56-43.5070N,077-53-57.9830W,PR,,NON-NPIAS,,N,,,0,0 
03140.*A,FD53,CUB HAVEN,DADE CITY,FL,ASO,ORL,PR,28-27-12.0000N,082-12-54.0000W,PR,,NON-NPIAS,,N,,,1,0 
23131.*A,TN30,CUB HAVEN,NIOTA,TN,ASO,MEM,PR,35-32-50.0000N,084-30-36.0000W,PR,,NON-NPIAS,,N,,,1,0 
07654.5*A,LA33,CUBA FARM,MONROE,LA,ASW,LNM,PR,32-34-35.5110N,092-06-49.4830W,PR,,NON-NPIAS,,N,,,2,0 
15121.012*H,37NY,CUBA MEMORIAL HOSPITAL,CUBA,NY,AEA,NYC,PR,42-13-15.2400N,078-15-59.0520W,PR,,NON-NPIAS,,N,,,0,0 
11667.2*A,UBX,CUBA MUNI,CUBA,MO,ACE,NONE,PU,38-04-07.5828N,091-25-43.8906W,PU,,General Aviation,,N,100LL,RNTL,14,1960 
50068.63*A,9AK7,CUBDIVISION,BIG LAKE,AK,AAL,NONE,PR,61-35-23.3900N,149-48-59.9800W,PR,,NON-NPIAS,,N,,,6,0 
14586.*A,NM74,CUBERO,CUBERO,NM,ASW,LNM,PR,35-05-15.1480N,107-33-47.1820W,PR,,NON-NPIAS,,N,,,1,0 
02751.01*A,CD48,CUCHARA RANCH,WALSENBURG,CO,ANM,DEN,PR,37-47-11.0000N,104-35-37.2000W,PR,,NON-NPIAS,,N,,,1,0 
02659.*A,07V,CUCHARA VALLEY AT LA VETA,LA VETA,CO,ANM,DEN,PU,37-31-25.7680N,105-00-33.3670W,PU,,NON-NPIAS,,N,,,3,500 
03153.11*A,02FL,CUCHENS,DEFUNIAK SPRINGS,FL,ASO,ORL,PR,30-38-34.0000N,086-07-26.0000W,PR,,NON-NPIAS,,N,,,1,0 
23657.*A,07TE,CUDDIHY FIELD,CORPUS CHRISTI,TX,ASW,TEX,PR,27-43-16.1050N,097-30-45.9760W,PR,,NON-NPIAS,,N,,,1,0 
13746.3*A,NJ60,CUDDIHY LANDING STRIP,FREEHOLD,NJ,AEA,HAR,PR,40-11-13.4050N,074-16-01.5240W,PR,,NON-NPIAS,,N,,,2,0 
04162.*A,ID77,CUDDY MEADOWS,CAMBRIDGE,ID,ANM,HLN,PR,44-42-19.0000N,116-48-25.0000W,PR,,NON-NPIAS,,N,,,1,0 
23690.01*H,2TE9,CUERO COMMUNITY HOSPITAL,CUERO,TX,ASW,TEX,PR,29-06-47.9120N,097-16-59.9630W,PR,,NON-NPIAS,,N,,,0,0 
23690.*A,T71,CUERO MUNI,CUERO,TX,ASW,TEX,PU,29-05-00.9170N,097-16-00.9630W,PU,,General Aviation,,N,,,0,1800 
12149.7*A,MO01,CUINCHE,STRAFFORD,MO,ACE,NONE,PR,37-15-00.1700N,093-06-21.6520W,PR,,NON-NPIAS,,N,,,0,0 
24964.*A,VHN,CULBERSON COUNTY,VAN HORN,TX,ASW,TEX,PU,31-03-28.2000N,104-47-01.7000W,PU,,General Aviation,,N,100LLA1+,,1,600 
05504.03*A,3IN9,CULLEY ACRES,MOUNT VERNON,IN,AGL,CHI,PR,38-01-45.5500N,087-59-07.7100W,PR,,NON-NPIAS,,N,,,1,0 
00248.32*H,3AL9,CULLMAN RGNL MEDICAL CENTER,CULLMAN,AL,ASO,JAN,PR,34-12-02.0000N,086-48-17.0000W,PR,,NON-NPIAS,,N,,,0,0 
00248.3*A,CMD,CULLMAN RGNL-FOLSOM FIELD,CULLMAN,AL,ASO,JAN,PU,34-16-07.3000N,086-51-28.9000W,PU,,General Aviation,,N,100LLA1+,INSTR  RNTL,45,37830 
20182.*A,PN38,CULMERVILLE,CULMERVILLE,PA,AEA,HAR,PR,40-39-45.2380N,079-50-44.1890W,PR,,NON-NPIAS,,N,,INSTR,2,500 
24196.7*A,6TA3,CULP,LAWRENCE,TX,ASW,TEX,PR,32-43-17.0000N,096-43-26.0000W,PR,,NON-NPIAS,,N,,,1,0 
05598.04*A,4IN8,CULP FARMS,RENSSELAER,IN,AGL,CHI,PR,40-52-03.0000N,087-04-06.0000W,PR,,NON-NPIAS,,N,,,1,0 
25713.02*H,VA29,CULPEPER MEMORIAL HOSPITAL,CULPEPER,VA,AEA,DCA,PR,38-27-17.2725N,078-00-49.6478W,PR,,NON-NPIAS,,N,,,0,0 
25713.*A,CJR,CULPEPER RGNL,CULPEPER,VA,AEA,DCA,PU,38-31-31.7000N,077-51-34.7000W,PU,,General Aviation,,N,100LLA+,INSTR  RNTL,100,72248 
15659.*A,7NY4,CULVER AIRFIELD,MECKLENBURG,NY,AEA,NYC,PR,42-25-30.2610N,076-42-53.8210W,PR,,NON-NPIAS,,N,,,3,0 
04899.51*A,6LL1,CUMBERLAND AIR PARK RLA,NEOGA,IL,AGL,CHI,PR,39-18-50.1340N,088-20-40.1610W,PR,,NON-NPIAS,,N,,,0,0 
22935.12*H,57TN,CUMBERLAND COUNTY HOSPITAL,CROSSVILLE,TN,ASO,MEM,PR,35-56-31.0700N,085-01-05.0500W,PR,,NON-NPIAS,,N,,,0,0 
07057.5*H,8KY4,CUMBERLAND COUNTY HOSPITAL,BURKESVILLE,KY,ASO,MEM,PR,36-47-43.0000N,085-22-21.0000W,PR,,NON-NPIAS,,N,,,0,0 
27132.4*A,UBE,CUMBERLAND MUNI,CUMBERLAND,WI,AGL,CHI,PU,45-30-21.9588N,091-58-50.8876W,PU,,General Aviation,,N,100LLMOGAS,INSTR  RNTL,18,10900 
22891.9*H,TN45,CUMBERLAND RIVER HOSPITAL,CELINA,TN,ASO,MEM,PR,36-32-40.2200N,085-30-01.8890W,PR,,NON-NPIAS,,N,,,0,0 
20476.31*A,PA66,CUMBERLAND VALLEY AIRSTRIP,GREENCASTLE,PA,AEA,HAR,PR,39-49-00.3340N,077-43-33.9760W,PR,,NON-NPIAS,,N,80,,1,0 
07148.04*A,8KY3,CUMMINGS FARMS AIRFIELD,FRANKLIN,KY,ASO,MEM,PR,36-43-41.0000N,086-43-32.0000W,PR,,NON-NPIAS,,N,,,1,0 
05615.7*A,45II,CUMMINGS FIELD,ROLLING PRAIRIE,IN,AGL,CHI,PR,41-38-01.1590N,086-35-09.0670W,PR,,NON-NPIAS,,N,,,0,0 
27218.2*A,2WN6,CUNNINGHAM,GRANTON,WI,AGL,CHI,PR,44-31-46.8630N,090-25-09.4840W,PR,,NON-NPIAS,,N,,,1,0 
04876.3*A,LL39,CURANDA,MORRIS,IL,AGL,CHI,PR,41-15-27.0000N,088-28-40.0000W,PR,,NON-NPIAS,,N,,,0,0 
05018.4*A,IS08,CURLESS,SUMMUM,IL,AGL,CHI,PR,40-15-46.1590N,090-14-12.4370W,PR,,NON-NPIAS,,N,,,4,0 
27422.12*A,2WN3,CURNS,NEW LONDON,WI,AGL,CHI,PR,44-21-28.3440N,088-45-40.9800W,PR,,NON-NPIAS,,N,,,1,0 
13044.4*A,9U7,CURRANT RANCH,CURRANT,NV,AWP,PHX,PU,38-44-09.7650N,115-28-49.0990W,PU,,NON-NPIAS,,N,,,0,160 
08015.*C,21M,CURRIER'S,GREENVILLE JUNCTION,ME,ANE,NONE,PU,45-28-41.9000N,069-37-09.5000W,PR,,NON-NPIAS,,N,,BCHGR  SURV,4,1100 
16650.*A,ONX,CURRITUCK COUNTY RGNL,CURRITUCK,NC,ASO,MEM,PU,36-23-59.8000N,076-00-55.6000W,PU,,General Aviation,,N,100LLA1+,GLD  INSTR  TOW,40,25000 
04717.*A,51IS,CURRY,GRIGGSVILLE,IL,AGL,CHI,PR,39-39-33.1700N,090-42-00.4580W,PR,,NON-NPIAS,,N,,,3,0 
